409' - 18/10 | 07:16:09 | -8.61969 | -36.61320|
410' - 18/10 | 07:17:10 | -8.61954 | -36.61369|
411' - 18/10 | 07:19:05 | -8.61926 | -36.61296|
412' - 18/10 | 07:20:06 | -8.61961 | -36.61321|
413' - 18/10 | 07:21:07 | -8.61963 | -36.61320|
414' - 18/10 | 07:22:08 | -8.61963 | -36.61322|
415' - 18/10 | 07:23:09 | -8.61964 | -36.61322|
416' - 18/10 | 07:24:10 | -8.61964 | -36.61322|
417' - 18/10 | 07:25:11 | -8.61963 | -36.61324|
418' - 18/10 | 07:26:12 | -8.61963 | -36.61322|
419' - 18/10 | 07:27:13 | -8.61963 | -36.61324|
420' - 18/10 | 07:28:14 | -8.61964 | -36.61311|
421' - 18/10 | 07:29:15 | -8.61966 | -36.61321|
422' - 18/10 | 07:30:16 | -8.61959 | -36.61333|
423' - 18/10 | 07:31:17 | -8.61965 | -36.61320|
424' - 18/10 | 07:32:18 | -8.61964 | -36.61316|
425' - 18/10 | 07:33:19 | -8.61961 | -36.61326|
426' - 18/10 | 07:34:20 | -8.61961 | -36.61322|
427' - 18/10 | 07:35:21 | -8.61966 | -36.61324|
428' - 18/10 | 07:36:22 | -8.61965 | -36.61323|
429' - 18/10 | 07:37:23 | -8.61997 | -36.61255|
430' - 18/10 | 07:38:24 | -8.61950 | -36.61450|
431' - 18/10 | 07:39:25 | -8.61960 | -36.61338|
432' - 18/10 | 07:40:26 | -8.61977 | -36.61328|
433' - 18/10 | 07:41:52 | -8.61949 | -36.61340|
434' - 18/10 | 07:42:53 | -8.61961 | -36.61325|
435' - 18/10 | 07:43:54 | -8.61953 | -36.61375|
436' - 18/10 | 07:44:55 | -8.61958 | -36.61322|
437' - 18/10 | 07:46:08 | -8.61959 | -36.61306|
438' - 18/10 | 07:47:09 | -8.61969 | -36.61303|
439' - 18/10 | 07:48:10 | -8.61967 | -36.61322|
440' - 18/10 | 07:49:11 | -8.61969 | -36.61320|
441' - 18/10 | 07:50:12 | -8.61968 | -36.61326|
442' - 18/10 | 07:51:13 | -8.61966 | -36.61342|
443' - 18/10 | 07:52:14 | -8.61959 | -36.61322|
444' - 18/10 | 07:53:15 | -8.61966 | -36.61319|
445' - 18/10 | 07:54:16 | -8.61961 | -36.61333|
446' - 18/10 | 07:55:17 | -8.61967 | -36.61316|
447' - 18/10 | 07:56:18 | -8.61966 | -36.61318|
448' - 18/10 | 07:57:19 | -8.61961 | -36.61298|
449' - 18/10 | 07:58:20 | -8.61963 | -36.61319|
450' - 18/10 | 07:59:21 | -8.61964 | -36.61298|
451' - 18/10 | 08:0:22 | -8.61963 | -36.61335|
